method,k,num_files,coverage_mean,coverage_std,cd_mean,cd_std,l2_mean,l2_std
random,17,3,0.484957,0.020352,0.112001,0.085733,0.030988,0.012887
random,18,3,0.496692,0.015670,0.095384,0.063012,0.030464,0.013316
random,19,3,0.499356,0.016841,0.115108,0.089929,0.028613,0.006640
random,20,3,0.505161,0.017697,0.112610,0.089721,0.029025,0.004121
random,21,3,0.514655,0.024344,0.125227,0.107565,0.027204,0.002420
random,22,3,0.518721,0.026906,0.090485,0.064202,0.026907,0.002755
random,23,3,0.520480,0.025323,0.086159,0.056938,0.025350,0.003841
random,24,3,0.522913,0.025870,0.089553,0.060828,0.024425,0.004094
random,25,3,0.532297,0.015345,0.085943,0.053627,0.027930,0.003979
random,26,3,0.535020,0.014710,0.086109,0.054474,0.025483,0.004540
random,27,3,0.536132,0.014127,0.085786,0.053731,0.026556,0.004190
random,28,3,0.539894,0.011238,0.085497,0.055209,0.024471,0.005238
random,29,3,0.540633,0.011062,0.083114,0.054175,0.023264,0.004880
random,30,3,0.546283,0.007274,0.086441,0.059212,0.022929,0.003856
random,31,3,0.550774,0.006809,0.072645,0.042624,0.021131,0.006788
random,32,3,0.551254,0.006380,0.077644,0.049822,0.021190,0.007589
random,33,3,0.555247,0.003853,0.074335,0.045924,0.022438,0.008585
random,34,3,0.556104,0.003755,0.072116,0.041720,0.024239,0.011977
random,35,3,0.559106,0.005018,0.065916,0.034423,0.023432,0.013743
random,36,3,0.560807,0.005142,0.062886,0.028076,0.022205,0.012223
random,37,3,0.561046,0.005137,0.062469,0.028498,0.022526,0.010912
random,38,3,0.572255,0.010817,0.056489,0.023437,0.022835,0.012560
random,39,3,0.574150,0.010340,0.050618,0.016996,0.020664,0.010984
random,40,3,0.574371,0.010228,0.053101,0.020950,0.020452,0.010635
random,41,3,0.578667,0.009038,0.053470,0.022096,0.020071,0.011003
random,42,3,0.579101,0.008920,0.053520,0.022374,0.019177,0.011079
random,43,3,0.579619,0.009070,0.054059,0.023319,0.020262,0.012776
random,44,3,0.579872,0.008959,0.051631,0.019923,0.020486,0.012612
random,45,3,0.580019,0.009035,0.051070,0.019383,0.021273,0.014018
random,46,3,0.582235,0.011545,0.053281,0.016233,0.020273,0.012877
random,47,3,0.582428,0.011580,0.053503,0.016220,0.019829,0.012595
random,48,3,0.582707,0.011701,0.052636,0.016187,0.019486,0.012175
random,49,3,0.583074,0.011780,0.051414,0.015373,0.020070,0.013074
random,50,3,0.583426,0.011868,0.049916,0.013047,0.019519,0.011971
random,51,3,0.584883,0.012711,0.046148,0.008298,0.019887,0.012334
random,52,3,0.586499,0.014246,0.044733,0.006738,0.020150,0.013107
random,53,3,0.586566,0.014260,0.044967,0.006903,0.020470,0.012931
random,54,3,0.586648,0.014277,0.044586,0.006640,0.020449,0.012942
random,55,3,0.586758,0.014301,0.044508,0.006590,0.020708,0.012810
random,56,3,0.587569,0.014530,0.044770,0.006762,0.020890,0.012723
random,57,3,0.587676,0.014567,0.045354,0.007202,0.021301,0.012542
random,58,3,0.587676,0.014567,0.045354,0.007202,0.021301,0.012542
random,59,3,0.587676,0.014567,0.045354,0.007202,0.021301,0.012542
random,60,3,0.587676,0.014567,0.045354,0.007202,0.021301,0.012542
