method,k,num_files,coverage_mean,coverage_std,cd_mean,cd_std,l2_mean,l2_std
active-gs-gt-depth,59,3,0.593331,0.321068,0.337589,0.298178,0.165662,0.041025
active-gs-gt-depth,60,3,0.593350,0.321081,0.338554,0.297507,0.165197,0.041365
active-gs-pred-depth,1,3,0.103105,0.026834,0.413503,0.249257,0.134098,0.063756
active-gs-pred-depth,2,3,0.212007,0.081053,0.381795,0.268096,0.275167,0.177711
active-gs-pred-depth,3,3,0.286001,0.161850,0.520365,0.174627,0.226273,0.100392
active-gs-pred-depth,4,3,0.346285,0.175010,0.509357,0.175582,0.286846,0.173443
active-gs-pred-depth,5,3,0.370407,0.176902,0.506350,0.182190,0.293469,0.203975
active-gs-pred-depth,6,3,0.391028,0.189508,0.484815,0.193161,0.236137,0.128683
active-gs-pred-depth,7,3,0.397330,0.191556,0.462580,0.210158,0.230732,0.108886
active-gs-pred-depth,8,3,0.462358,0.228999,0.427154,0.233757,0.278314,0.077685
active-gs-pred-depth,9,3,0.473164,0.237614,0.421822,0.237508,0.270624,0.072647
active-gs-pred-depth,10,3,0.479596,0.243132,0.420289,0.238636,0.275078,0.069447
active-gs-pred-depth,11,3,0.484122,0.247143,0.417133,0.241001,0.281456,0.065651
active-gs-pred-depth,12,3,0.492237,0.254578,0.410576,0.246102,0.273810,0.070315
active-gs-pred-depth,13,3,0.494788,0.256976,0.408013,0.248162,0.256742,0.084874
active-gs-pred-depth,14,3,0.498608,0.260621,0.415138,0.242527,0.257925,0.083722
active-gs-pred-depth,15,3,0.498957,0.260957,0.423126,0.236561,0.259158,0.082540
active-gs-pred-depth,16,3,0.500564,0.262510,0.425619,0.234779,0.261807,0.080071
active-gs-pred-depth,17,3,0.501073,0.263005,0.425916,0.234569,0.265269,0.077001
active-gs-pred-depth,18,3,0.501803,0.263715,0.428137,0.233020,0.262176,0.079735
active-gs-pred-depth,19,3,0.504571,0.266429,0.432470,0.230090,0.257953,0.083694
active-gs-pred-depth,20,3,0.505430,0.267277,0.429627,0.231998,0.254966,0.086634
active-gs-pred-depth,21,3,0.506039,0.267880,0.435377,0.228196,0.250360,0.091366
active-gs-pred-depth,22,3,0.506223,0.268063,0.441641,0.224315,0.249574,0.092194
active-gs-pred-depth,23,3,0.506443,0.268281,0.443420,0.223265,0.249324,0.092459
active-gs-pred-depth,24,3,0.506462,0.268300,0.445522,0.222055,0.248974,0.092831
active-gs-pred-depth,25,3,0.507412,0.269244,0.446108,0.221723,0.248320,0.093529
active-gs-pred-depth,26,3,0.508026,0.269857,0.449578,0.219814,0.242863,0.099498
active-gs-pred-depth,27,3,0.508435,0.270266,0.442602,0.223745,0.240288,0.102395
active-gs-pred-depth,28,3,0.508617,0.270448,0.440734,0.224860,0.240636,0.102001
active-gs-pred-depth,29,3,0.508655,0.270486,0.443345,0.223309,0.242558,0.099838
active-gs-pred-depth,30,3,0.508990,0.270822,0.443686,0.223110,0.241045,0.101538
active-gs-pred-depth,31,3,0.509145,0.270977,0.440778,0.224833,0.240215,0.102478
active-gs-pred-depth,32,3,0.509169,0.271001,0.441209,0.224574,0.239794,0.102956
active-gs-pred-depth,33,3,0.509265,0.271097,0.438850,0.226010,0.239257,0.103568
active-gs-pred-depth,34,3,0.509384,0.271217,0.440161,0.225207,0.238129,0.104860
active-gs-pred-depth,35,3,0.511189,0.273035,0.437729,0.226706,0.240124,0.102581
active-gs-pred-depth,36,3,0.511476,0.273325,0.435992,0.227802,0.239253,0.103573
active-gs-pred-depth,37,3,0.511572,0.273422,0.440988,0.224707,0.238637,0.104277
active-gs-pred-depth,38,3,0.511715,0.273567,0.434349,0.228859,0.239160,0.103679
active-gs-pred-depth,39,3,0.511832,0.273686,0.431951,0.230435,0.239530,0.103257
active-gs-pred-depth,40,3,0.516454,0.278403,0.430972,0.231089,0.243583,0.098696
active-gs-pred-depth,41,3,0.516559,0.278511,0.435149,0.228342,0.245220,0.096889
active-gs-pred-depth,42,3,0.516746,0.278704,0.438346,0.226322,0.244436,0.097752
active-gs-pred-depth,43,3,0.516777,0.278735,0.431958,0.230430,0.244466,0.097718
active-gs-pred-depth,44,3,0.517021,0.278987,0.433742,0.229254,0.244163,0.098054
active-gs-pred-depth,45,3,0.517633,0.279618,0.429322,0.232206,0.243623,0.098652
active-gs-pred-depth,46,3,0.517659,0.279645,0.428893,0.232500,0.243201,0.099121
active-gs-pred-depth,47,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,48,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,49,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,50,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,51,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,52,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,53,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,54,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,55,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,56,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,57,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,58,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,59,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
active-gs-pred-depth,60,3,0.517781,0.279771,0.429039,0.232400,0.241358,0.101185
gleam-gt-depth,1,3,0.067885,0.007155,0.592748,0.354696,0.266054,0.145886
gleam-gt-depth,2,3,0.193715,0.011960,0.421599,0.212246,0.111072,0.093356
gleam-gt-depth,3,3,0.282725,0.017800,0.485774,0.022399,0.035644,0.005567
gleam-gt-depth,4,3,0.345372,0.015594,0.472200,0.027950,0.092698,0.101444
gleam-gt-depth,5,3,0.370541,0.036956,0.286963,0.105598,0.078720,0.059892
gleam-gt-depth,6,3,0.377534,0.036000,0.234885,0.136378,0.067763,0.040941
gleam-gt-depth,7,3,0.401990,0.017749,0.217336,0.099815,0.071733,0.040538
gleam-gt-depth,8,3,0.440782,0.025233,0.266053,0.083157,0.102001,0.006185
gleam-gt-depth,9,3,0.441536,0.024735,0.247531,0.063349,0.087646,0.009575
gleam-gt-depth,10,3,0.446676,0.019351,0.284804,0.060221,0.079525,0.009089
gleam-gt-depth,11,3,0.450167,0.016497,0.282845,0.062984,0.084962,0.005883
gleam-gt-depth,12,3,0.450655,0.016178,0.278283,0.069424,0.084867,0.005868
gleam-gt-depth,13,3,0.451025,0.015952,0.272336,0.077821,0.082295,0.006586
gleam-gt-depth,14,3,0.453906,0.014718,0.278302,0.069397,0.076599,0.012545
gleam-gt-depth,15,3,0.454765,0.014553,0.276740,0.071603,0.076436,0.012749
gleam-gt-depth,16,3,0.454765,0.014553,0.285029,0.059903,0.075288,0.014212
gleam-gt-depth,17,3,0.454765,0.014553,0.282561,0.063385,0.072734,0.017569
gleam-gt-depth,18,3,0.455599,0.014487,0.282215,0.063873,0.070114,0.021098
gleam-gt-depth,19,3,0.460460,0.015945,0.278117,0.069658,0.073864,0.016069
gleam-gt-depth,20,3,0.460732,0.016110,0.284753,0.060292,0.073293,0.016825
gleam-gt-depth,21,3,0.460732,0.016110,0.281552,0.064809,0.071249,0.019561
gleam-gt-depth,22,3,0.461351,0.016511,0.280181,0.066744,0.068910,0.022740
gleam-gt-depth,23,3,0.467460,0.022004,0.273513,0.076159,0.076189,0.013061
gleam-gt-depth,24,3,0.467922,0.022499,0.263505,0.090296,0.075147,0.014394
gleam-gt-depth,25,3,0.467924,0.022502,0.274713,0.074465,0.072293,0.018158
gleam-gt-depth,26,3,0.468122,0.022717,0.273578,0.076068,0.070115,0.021098
gleam-gt-depth,27,3,0.473916,0.029495,0.263657,0.090082,0.072077,0.018447
gleam-gt-depth,28,3,0.477301,0.033747,0.255317,0.101865,0.075273,0.014231
gleam-gt-depth,29,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,30,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,31,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,32,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,33,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,34,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,35,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,36,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,37,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,38,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,39,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,40,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,41,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,42,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,43,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,44,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,45,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,46,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,47,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,48,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,49,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,50,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,51,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,52,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,53,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,54,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,55,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,56,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,57,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,58,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,59,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
gleam-gt-depth,60,3,0.477313,0.033762,0.271712,0.078703,0.073756,0.016213
random,1,3,0.066053,0.004197,0.521182,0.174764,0.177768,0.109176
random,2,3,0.119200,0.022893,0.445426,0.063754,0.088590,0.081441
random,3,3,0.185813,0.011817,0.283477,0.183911,0.129044,0.036382
random,4,3,0.209461,0.008114,0.228949,0.135117,0.087323,0.027830
random,5,3,0.256174,0.011127,0.245485,0.150266,0.074566,0.035484
random,6,3,0.290704,0.011557,0.260196,0.154790,0.105921,0.060713
random,7,3,0.308810,0.016765,0.249598,0.169934,0.071067,0.036698
random,8,3,0.332355,0.011033,0.204874,0.107893,0.072470,0.024186
random,9,3,0.372690,0.033666,0.141053,0.099362,0.070425,0.034572
random,10,3,0.388525,0.038154,0.132979,0.096006,0.055123,0.024180
random,11,3,0.405337,0.040748,0.122601,0.108679,0.066566,0.027162
random,12,3,0.410626,0.041197,0.116989,0.091831,0.065814,0.026488
random,13,3,0.439644,0.052183,0.134566,0.091047,0.053903,0.023601
random,14,3,0.452859,0.052671,0.147851,0.116503,0.054540,0.025002
random,15,3,0.477664,0.034533,0.123256,0.091581,0.052871,0.025634
random,16,3,0.507173,0.016974,0.137490,0.118105,0.047603,0.022055
random,17,3,0.520466,0.007210,0.144326,0.131088,0.050803,0.023498
random,18,3,0.526510,0.003581,0.141620,0.122517,0.044104,0.021603
random,19,3,0.533437,0.007742,0.130665,0.107095,0.045676,0.021066
random,20,3,0.547985,0.012277,0.119307,0.104889,0.041933,0.012287
random,21,3,0.561850,0.018607,0.124937,0.118412,0.048634,0.008301
random,22,3,0.569740,0.010633,0.104133,0.089072,0.047807,0.007940
random,23,3,0.575370,0.007059,0.084129,0.062771,0.039043,0.001583
random,24,3,0.580968,0.002791,0.091209,0.066448,0.040718,0.004087
random,25,3,0.583105,0.004704,0.101616,0.083453,0.038471,0.005731
random,26,3,0.585558,0.003849,0.105838,0.091627,0.037617,0.005607
random,27,3,0.589761,0.002372,0.086576,0.063681,0.033231,0.007122
random,28,3,0.596697,0.007988,0.067748,0.037126,0.030081,0.011387
random,29,3,0.609696,0.006242,0.067074,0.038067,0.030701,0.012675
random,30,3,0.612510,0.005008,0.065588,0.036107,0.031875,0.012798
random,31,3,0.613842,0.005020,0.067251,0.039726,0.031163,0.013647
random,32,3,0.617909,0.005155,0.057786,0.021960,0.028342,0.012635
random,33,3,0.619798,0.006750,0.055595,0.020278,0.027799,0.012173
random,34,3,0.628814,0.003816,0.055262,0.020200,0.031175,0.014238
random,35,3,0.633617,0.004214,0.051579,0.017499,0.030362,0.013788
random,36,3,0.633959,0.003982,0.050092,0.017780,0.030472,0.013885
random,37,3,0.637498,0.006088,0.049637,0.017265,0.028972,0.014087
random,38,3,0.639960,0.006776,0.051595,0.017571,0.028986,0.014988
random,39,3,0.642779,0.007542,0.049692,0.014785,0.028820,0.015187
random,40,3,0.644101,0.006911,0.050116,0.015302,0.030058,0.016692
random,41,3,0.644692,0.007255,0.052753,0.019936,0.030642,0.017051
random,42,3,0.647632,0.008630,0.051555,0.018386,0.031331,0.017956
random,43,3,0.648343,0.008329,0.050352,0.016619,0.033597,0.019169
random,44,3,0.649916,0.009559,0.049153,0.015463,0.033199,0.018139
random,45,3,0.650741,0.010096,0.047782,0.014796,0.032985,0.018155
random,46,3,0.652429,0.011015,0.047241,0.013232,0.031898,0.017181
random,47,3,0.653859,0.011733,0.046602,0.013240,0.032733,0.016095
random,48,3,0.653988,0.011825,0.044993,0.010770,0.031966,0.016289
random,49,3,0.654471,0.012136,0.044858,0.010972,0.032320,0.015105
random,50,3,0.654705,0.012362,0.044274,0.010402,0.032420,0.014121
random,51,3,0.654884,0.012451,0.043621,0.009309,0.032073,0.012893
random,52,3,0.655315,0.012741,0.044016,0.009551,0.033295,0.012285
random,53,3,0.656085,0.013502,0.043463,0.008791,0.034130,0.011220
random,54,3,0.656130,0.013548,0.042927,0.008060,0.033960,0.011435
random,55,3,0.656305,0.013727,0.042701,0.007753,0.033704,0.011761
random,56,3,0.656589,0.014024,0.043202,0.008434,0.033322,0.012251
random,57,3,0.656589,0.014024,0.043202,0.008434,0.033322,0.012251
random,58,3,0.656589,0.014024,0.043202,0.008434,0.033322,0.012251
random,59,3,0.656589,0.014024,0.043202,0.008434,0.033322,0.012251
random,60,3,0.656589,0.014024,0.043202,0.008434,0.033322,0.012251
